phylum;subphylum;class;order;genus;name;taxID;jgiID 
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;Lenedo1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Lentithecium;Lentithecium fluviatile;690899;Lenfl1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula lateritia;40482;Lenlat1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula novae-zelandiae;42442;Lennov1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;Lenra_T_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;Lenrap1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;Lenrap1_155
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Lentinus;Lentinus tigrinus ALCF2SS1-6;1328759;Lenti6_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Lentinus;Lentinus tigrinus ALCF2SS1-7;1328758;Lenti7_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula edodes;5353;Lentinedodes1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Lentinellus;Lentinellus vulpinus;156609;Lenvul1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Leptoporus;Leptoporus mollis;83243;Lepmol1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Leptosphaeria;Leptosphaeria maculans JN3;985895;Lepmu1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lepista;Lepista nuda;64659;Lepnud1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;;Leptodontidium;75374;Lepor2
Ascomycota;Pezizomycotina;Dothideomycetes;Mytilinidiales;Lepidopterella;Lepidopterella palustris;741139;Leppa1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Leptodontidium;Leptodontidium sp. 2 PMI_412;1485227;Leptod1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Leucosporidiales;Leucosporidium;Leucosporidium creatinivorum;106004;Leucr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Leucoagaricus;Leucoagaricus gongylophorus Ac12;1258663;Leugo1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Leucogyrophana;Leucogyrophana mollusca;85980;Leumo1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimia;Lichtheimia corymbifera JMRC:FSU:9682;1263082;Liccor1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimia;Lichtheimia hyalospora;420593;Lichy1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Lindgomyces;Lindgomyces ingoldianus;673940;Linin1
Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Linderina;Linderina pennispora;61395;Linpe1
Ascomycota;Pezizomycotina;Dothideomycetes;Dothideales;Lineolata;Lineolata rhizophorae;578093;Linrh1
Ascomycota;Pezizomycotina;Sordariomycetes;Lulworthiales;Lindra;Lindra thalassiae;45816;Linth1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Lipomyces;Lipomyces starkeyi;29829;Lipst1_1
Ascomycota;Pezizomycotina;Dothideomycetes;;Lizonia;Lizonia empirigonia;1496277;Lizem1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula lateritia;40482;LlaTMI1499_1
Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Lobaria;Lobaria pulmonaria;86794;Lobpul1
Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Lobaria;Lobaria pulmonaria;86794;LobpulAf1
Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Lobaria;Lobaria pulmonaria;86794;LobpulSc1
Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Lobaria;Lobaria pulmonaria;86794;LobpulSp1
Ascomycota;Pezizomycotina;Lecanoromycetes;Peltigerales;Lobaria;Lobaria pulmonaria;86794;LobpulSw1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Lobosporangium;Lobosporangium transversale;64571;Lobtra1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Lodderomyces;Lodderomyces elongisporus NRRL YB-4239;379508;Lodelo1
Ascomycota;Pezizomycotina;Sordariomycetes;Diaporthales;Lollipopaia;Lollipopaia minuta;151671;Lolmi1
Ascomycota;Pezizomycotina;Dothideomycetes;Mytilinidiales;;Mytilinidiaceae sp. NC0267;1907213;Lophiu1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Lophiostoma;Lophiostoma macrostomum CBS 122681;1314788;Lopma1
Ascomycota;Pezizomycotina;Dothideomycetes;Mytilinidiales;Lophium;Lophium mytilinum;390894;Lopmy1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Peniophora;Peniophora sp. CONTA;1897082;Lopni1
Ascomycota;Pezizomycotina;Leotiomycetes;Rhytismatales;Lophodermium;Lophodermium nitens;190466;Lopnit1_1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Lophiotrema;Lophiotrema nucula;690887;Lopnu1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Loramyces;Loramyces juncicola;132173;Lorju1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Loramyces;Loramyces macrosporus;380016;Lorma1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;LraINPA1820_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;LraJLM1587_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lentinula;Lentinula raphanica;153919;LraTFB9207_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Lycoperdon;Lycoperdon perlatum;90686;Lycper1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Macroventuria;Macroventuria anomochaeta;301207;Macan1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Macrolepiota;Macrolepiota fuliginosa MF-IS2;1400762;Macfu1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Macrophomina;Macrophomina phaseolina MS6;1126212;Macph1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Macrophomina;Macrophomina phaseolina;35725;Macpha1
Ascomycota;Pezizomycotina;Sordariomycetes;Magnaporthales;Pyricularia;Pyricularia oryzae 70-15;242507;Magor1
Ascomycota;Pezizomycotina;Sordariomycetes;Magnaporthales;Magnaporthiopsis;Magnaporthiopsis poae ATCC 64411;644358;Magpo1
Basidiomycota;Ustilaginomycotina;Malasseziomycetes;Malasseziales;Malassezia;Malassezia globosa CBS 7966;425265;Malgl1
Basidiomycota;Ustilaginomycotina;Malasseziomycetes;Malasseziales;Malassezia;Malassezia sympodialis ATCC 42132;1230383;Malsy1_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Mariannaea;Mariannaea sp. PMI_226;1896173;MarPMI226
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Marssonina;Marssonina brunnea f. sp. 'multigermtubi' MB_m1;1072389;Marbr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Marasmius;Marasmius fiardii;1328755;Marfi1
Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Martensiomyces;Martensiomyces pterosporus;61414;Marpt1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Massarina;Massarina eburnea CBS 473.64;1395130;Maseb1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Massariosphaeria;Massariosphaeria phaeospora;100035;Masph1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora x columbiana;1195720;MecolCla_1
Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiales;Meira;Meira miltonrushii;1280837;Meimi1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Hyaloscypha;Hyaloscypha sp. PMI_1271;2614599;MelPMI1271_1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora americana;2182807;Melame1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora allii-populina;242475;Melap1finSC_191
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Hyaloscypha;Hyaloscypha bicolor E;1095630;Melbi2
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Melanogaster;Melanogaster broomeianus;85974;Melbro1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Urocystidales;Melanotaenium;Melanotaenium endogenum;84746;Melen1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora lini;5261;Melli1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora larici-populina;203908;Mellp2_3
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora medusae;82101;Melme_tre1
Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsora;Melampsora medusae;82101;Melmed1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Melanomma;Melanomma pulvis-pyrius;100047;Melpu1
Ascomycota;Pezizomycotina;Sordariomycetes;Diaporthales;Melanconium;Melanconium sp. 1 NRRL 54901;1155946;Melsp1
Ascomycota;Pezizomycotina;Sordariomycetes;Melanosporales;Melanospora;Melanospora tiffanyae;2038071;Melti1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Melanops;Melanops tulasnei;371115;Meltu1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Hyaloscypha;Hyaloscypha variabilis F;1149755;Melva1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Kriegeriales;Meredithblackwellia;Meredithblackwellia eburnea;1323573;Mereb1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Meripilus;Meripilus sumstinei;1940299;Mersum1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Metarhizium;Metarhizium acridum CQMa 102;655827;Metac1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Metschnikowia;Metschnikowia bicuspidata;27322;Metbi1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Metschnikowia;Metschnikowia bicuspidata;27322;Metbi_SCcomb
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Metschnikowia;Metschnikowia fructicola;178747;Metfru2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Metarhizium;Metarhizium robertsii ARSEF 23;655844;Metro1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Meyerozyma;Meyerozyma guilliermondii ATCC 6260;294746;Meygui1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Microdochium;Microdochium bolleyi;196109;Micbo1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Microsporum;Microsporum canis CBS 113480;554155;Micca1
Basidiomycota;Pucciniomycotina;Microbotryomycetes;Microbotryales;Microbotryum;Microbotryum lychnidis-dioicae p1A1 Lamole;683840;Micld1
Ascomycota;Pezizomycotina;Dothideomycetes;Microthyriales;Microthyrium;Microthyrium microscopicum;703497;Micmi1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Microdiplodia;Microdiplodia sp. AK1800;1907216;Microd1
Ascomycota;Pezizomycotina;Sordariomycetes;Microascales;Microascus;Microascus trigonosporus;36921;Mictr1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Microdochium;Microdochium trichocladiopsis;1682393;Mictri1
Microsporidia;;;;Mitosporidium;Mitosporidium daphniae;1485682;Mitdap1
Basidiomycota;Pucciniomycotina;Mixiomycetes;Mixiales;Mixia;Mixia osmundae;34349;Mixos1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella elongata;310910;MoeNVP64_1
Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Moesziomyces;Moesziomyces aphidis DSM 70725;1391700;Moeaph1
Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Dactylellina;Dactylellina haptotyla CBS 200.50;1284197;Monha1
Basidiomycota;Ustilaginomycotina;Moniliellomycetes;Moniliellales;Moniliella;Moniliella sp. MCA 3643;1954213;Monili2
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Moniliophthora;Moniliophthora perniciosa FA553;554373;Monpe1_1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Monascus;Monascus purpureus NRRL 1596;1149898;Monpu1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Monascus;Monascus ruber NRRL 1597;1155947;Monru1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella sp. GBAus27b;1954212;MorGBAus27b_1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Morchella;Morchella importuna;1174673;Morco1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella elongata;310910;Morel2
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella elongata;310910;Morel_U14_1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella humilis;64523;Morhum1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Morchella;Morchella importuna;1174673;Morimp1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella minutissima;64525;Mormin1_1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Gamsiella;Gamsiella multidivaricata;101098;Mormul1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Morchella;Morchella snyderi;1174678;Morsny1
Mucoromycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierella;Mortierella verticillata NRRL 6337;1069443;Morve1
Basidiomycota;Agaricomycotina;Tremellomycetes;Cystofilobasidiales;Mrakia;Mrakia frigida;29902;Mrafri1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucor;Mucor circinelloides;36080;Mucci2
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucor;Mucor circinelloides;36080;Muccir1_3
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucor;Mucor mucedo;29922;Mucmuc1
Basidiomycota;Agaricomycotina;Agaricomycetes;Russulales;Multifurca;Multifurca ochricompacta;376703;Muloch1
Basidiomycota;Agaricomycotina;Agaricomycetes;Phallales;Mutinus;Mutinus elegans;288524;Mutel1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena sp. CBHHK59/15;1940295;Myc59_1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mycotypha;Mycotypha africana;64632;Mycafr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena albidolilacea;1033008;Mycalb1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena alexandri;1745969;Mycale1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena amicta;380012;Mycami1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena belliae;1033014;Mycbel1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena crocata;220801;Myccro1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena epipterygia;230806;Mycepi1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Pseudocercospora;Pseudocercospora fijiensis;1873960;Mycfi2
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena filopes;858877;Mycfil1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena floridula;1033242;Mycflo1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena galopus ATCC 62051;1314675;Mycgal1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Zymoseptoria;Zymoseptoria tritici;1047171;Mycgr3
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena haematopus;230807;Mychae1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Thermothelomyces;Thermothelomyces heterothallicus;1149786;Myche1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Thermothelomyces;Thermothelomyces heterothallicus CBS 202.75;1149848;Mychet1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena latifolia;1033247;Myclat1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena rebaudengoi;1045383;Mycreb1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena rosella;1033263;Mycros1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena capillaripes;230804;Mycrub1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena sanguinolenta;230812;Mycsan1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mycena;Mycena vitilis;1033281;Mycvit1
Ascomycota;Pezizomycotina;Dothideomycetes;Myriangiales;Myriangium;Myriangium duriaei;147570;Myrdu1
Ascomycota;Pezizomycotina;Dothideomycetes;Myriangiales;;Myriangiaceae sp. NC1570;1907217;Myrian1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Myrothecium;Myrothecium inundatum;110576;Myrin1
Ascomycota;Pezizomycotina;Dothideomycetes;Mytilinidiales;Mytilinidion;Mytilinidion resinicola;574789;Mytre1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Myxozyma;Myxozyma melibiosi;54550;Myxme1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Nadsonia;Nadsonia fulvescens;45786;Nadfu1
Basidiomycota;Pucciniomycotina;Classiculomycetes;Classiculales;Classicula;Classicula fluitans ATCC 64713;1397326;Naifl1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Nakaseomyces;Nakaseomyces bacillisporus;51660;Nakbac1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Nakaseomyces;Nakaseomyces delphensis;51657;Nakdel1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Nakazawaea;Nakazawaea wickerhamii;1538186;Nakwi1
Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Naohideales;Naohidea;Naohidea sebacea;112072;Naose1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania sp. FL0916;2614608;NeFL0916_1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Fusarium;[Nectria] haematococca mpVI 77-13-4;660122;Necha2
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Nectriopsis;Nectriopsis sporangiicola;1155948;Necsp1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania abortiva;561989;Nemabo1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania sp. NC0429;2614580;Nemani1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania diffusa;389665;Nemdif1
Microsporidia;;;;Nematocida;Nematocida parisii ERTm1;881290;Nempa1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Neocosmospora;Neocosmospora boninensis;1162022;Neobo1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Neonectria;Neonectria ditissima;78410;Neodi1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Aspergillus;Aspergillus fischeri NRRL 181;331117;Neofi1
Ascomycota;Taphrinomycotina;Neolectomycetes;Neolectales;Neolecta;Neolecta irregularis;48691;Neoirr1
Basidiomycota;Agaricomycotina;Agaricomycetes;Gloeophyllales;Neolentinus;Neolentinus lepideus HHB14362 ss-1;1314782;Neole1
Ascomycota;Pezizomycotina;Dothideomycetes;Botryosphaeriales;Neofusicoccum;Neofusicoccum parvum UCRNP2;1287680;Neopa1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Ilyonectria;Ilyonectria destructans;64609;Neora1
Chytridiomycota;;Neocallimastigomycetes;Neocallimastigales;Neocallimastix;Neocallimastix californiae;1754190;Neosp1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora crassa OR74A;367110;Neucr2
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora crassa;5141;Neucr4830_1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora crassa;5141;Neucr_trp3_1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora discreta FGSC 8579;510953;Neudi1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora hispaniola;588809;Neuhi1
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora tetrasperma FGSC 2509;510952;Neute_matA2
Ascomycota;Pezizomycotina;Sordariomycetes;Sordariales;Neurospora;Neurospora tetrasperma FGSC 2509;510952;Neute_mat_a1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Nia;Nia vibrissa;155003;Niavib1
Ascomycota;Pezizomycotina;Sordariomycetes;Hypocreales;Niesslia;Niesslia exilis;267680;Nieex1
Microsporidia;;;;Nosema;Nosema ceranae BRL01;578460;Nosce1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania serpens;109381;NsAK0226_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania serpens;109381;NsAZ0576_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Nemania;Nemania serpens;109381;NsCB679_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Obba;Obba rivulosa;1052685;Obbri1
Chytridiomycota;;Chytridiomycetes;Chytridiales;Obelidium;Obelidium mucronatum;110081;Obemuc1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Ogataea;Ogataea parapolymorpha DL-1;871575;Ogapa1
Ascomycota;Pezizomycotina;Leotiomycetes;;Oidiodendron;Oidiodendron maius Zn;913774;Oidma1
Basidiomycota;Agaricomycotina;Agaricomycetes;Auriculariales;Oliveonia;Oliveonia pauxilla;1026881;Olipa1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Omphalotus;Omphalotus olearius VT 653.13;1128401;Ompol1
Basidiomycota;Agaricomycotina;Agaricomycetes;Hymenochaetales;Onnia;Onnia scaura;1496296;Onnsc1
Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Ophiostoma;Ophiostoma sp. PMI_507;2614597;OphPMI507_1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Ophiobolus;Ophiobolus disseminans;1469910;Ophdi1
Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Ophiostoma;Ophiostoma novo-ulmi subsp. novo-ulmi H327;1224258;Ophnu1
Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Ophiostoma;Ophiostoma piliferum;38032;Ophpi1
Ascomycota;Pezizomycotina;Sordariomycetes;Ophiostomatales;Ophiostoma;Ophiostoma piceae UAMH 11346;1262450;Ophpic1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Mucidula;Mucidula mucida;139077;Oudmuc1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Pachysolen;Pachysolen tannophilus;4918;Pacta1_2
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Byssochlamys;Byssochlamys spectabilis;264951;Paevar1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Byssochlamys;Byssochlamys spectabilis;264951;Paevar_HGY_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Panaeolus;Panaeolus papilionaceus;330517;Panpap1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Panus;Panus rudis;48022;Panru1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Panellus;Panellus stipticus;5636;Panst_KUC8834_1_1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Panellus;Panellus stipticus;5636;Panst_LUM_1_1
Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Papiliotrema;Papiliotrema laurentii;5418;Papla1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Paracoccidioides;Paracoccidioides brasiliensis Pb03;482561;Parbr1
Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Paracoccidioides;Paracoccidioides brasiliensis Pb18;502780;Parbra1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Paraphoma;Paraphoma chrysanthemicola;798071;Parch1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Paraphoma;Paraphoma chrysanthemicola;798071;Parchr1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Parasitella;Parasitella parasitica;35722;Parpar1
Blastocladiomycota;;Physodermatomycetes;Physodermatales;Paraphysoderma;Paraphysoderma sedebokerense;1500003;Parsed1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Paraphaeosphaeria;Paraphaeosphaeria sporulosa;1460663;Parsp1
Ascomycota;Pezizomycotina;Dothideomycetes;Patellariales;Patellaria;Patellaria atrata CBS 101060;1346257;Patat1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Paxillus;Paxillus ammoniavirescens;1132860;Paxam1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Paxillus;Paxillus involutus;71150;Paxin1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Paxillus;Paxillus rubicundulus;463315;Paxru2
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Talaromyces;Talaromyces aculeatus ATCC 10409;1392253;Penac1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium antarcticum;416450;Penant1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium atramentosum;36652;Penatra1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium bilaiae;69765;Penbi1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium brevicompactum;5074;Penbr2
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium brevicompactum;5074;PenbrAgRF18_1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium canescens;5083;Penca1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium chrysogenum 4088766;1353254;Pench1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium rubens Wisconsin 54-1255;500485;PenchWisc1_1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium coprophilum;36646;Pencop1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium decumbens;69771;Pendec1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium digitatum PHI26;1170229;Pendi1
Ascomycota;Pezizomycotina;Eurotiomycetes;Eurotiales;Penicillium;Penicillium digitatum Pd1;1170230;Pendig1
