phylum;subphylum;class;order;genus;name;taxID;jgiID 
Ascomycota;Pezizomycotina;Sordariomycetes;Glomerellales;Verticillium;Verticillium dahliae;27337;Verdah1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Didymosphaeria;Didymosphaeria enalia;85948;Veren1
Ascomycota;Pezizomycotina;Dothideomycetes;Venturiales;Verruconis;Verruconis gallopava;253628;Verga1
Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales;Volvariella;Volvariella volvacea V23;706473;Volvo1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Vuilleminia;Vuilleminia comedens;47058;Vuico1
Basidiomycota;Agaricomycotina;Agaricomycetes;Corticiales;Vuilleminia;Vuilleminia comedens;47058;Vuicom1
Basidiomycota;Wallemiomycotina;Wallemiomycetes;Wallemiales;Wallemia;Wallemia ichthyophaga EXF-994;1299270;Walic1
Basidiomycota;Wallemiomycotina;Wallemiomycetes;Wallemiales;Wallemia;Wallemia mellicola CBS 633.66;671144;Walse1
Ascomycota;Pezizomycotina;Dothideomycetes;Pleosporales;Westerdykella;Westerdykella ornata;318751;Wesor1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Whalleya;Whalleya microplaca;110547;Whamic1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamomyces;Wickerhamomyces anomalus;4927;Wican1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Wickerhamiella;Wickerhamiella domercqiae;45788;Wicdo1
Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Wilcoxina;Wilcoxina mikolae;43439;Wilmi1
Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales;Wolfiporia;Wolfiporia cocos;81056;Wolco1
Ascomycota;Pezizomycotina;Lecanoromycetes;Teloschistales;Xanthoria;Xanthoria parietina 46-1-SA22;714311;Xanpa2
Basidiomycota;Agaricomycotina;Agaricomycetes;;Xenasmatella;Xenasmatella vaga;301416;Xenvag1
Basidiomycota;Agaricomycotina;Agaricomycetes;Boletales;Xerocomus;Xerocomus badius;36058;Xerba1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria sp.;1715255;Xy124048_1
Ascomycota;Pezizomycotina;Sordariomycetes;;;Xylariomycetidae sp. FL0641;2614611;XyFL0641_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria sp. FL1777;2614573;XyFL1777_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. FL0016;2614588;XylFL0016
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria sp. FL0043;2614587;XylFL0043
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. genotype 198;1799090;XylFL0255
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. FL0594;2614590;XylFL0594
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. FL0662B;2614610;XylFL0662B
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria sp. FL0933;2614584;XylFL0933
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. FL1019;2614591;XylFL1019
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria sp. FL1042;2614583;XylFL1042
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariaceae sp. FL1651;2614592;XylFL1651
Ascomycota;Pezizomycotina;Sordariomycetes;;;Xylariomycetidae sp. FL2044;2614609;XylFL2044
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;;Xylariales sp. PMI_506;1940296;XylPMI506
Ascomycota;Pezizomycotina;Leotiomycetes;;Xylogone;Xylogone sp. PMI_703;2614602;XylPMI703_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria acuta;114808;Xylacu1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria arbuscula;114810;Xylarb124340_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria arbuscula;114810;XylarbFL1030
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria bambusicola;326684;Xylbam139988_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria castorea;114812;Xylcas124033_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria flabelliformis;2512241;Xylcub1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria cubensis;114814;Xylcube1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria curta;42375;Xylcur114988_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria digitata;323540;Xyldig1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria grammica;363999;Xylgra1
Ascomycota;Pezizomycotina;Xylonomycetes;Xylonales;Xylona;Xylona heveae TC161;1328760;Xylhe1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria hypoxylon;37992;Xylhyp1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria intraflava;492091;Xylint1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria longipes;114818;Xyllon1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria nigripes;490159;Xylni1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria palmicola;665665;Xylpal124036_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria scruposa;743287;Xylscr1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria telfairii;477509;Xyltel121673_1
Ascomycota;Pezizomycotina;Sordariomycetes;Xylariales;Xylaria;Xylaria venustula;743302;Xylven1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica CLIB122;284591;Yarli1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica PO1f;1445506;YarliW29
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica CLIB 89;755266;YarliW29_1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYB392
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYB419
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYB420
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYB566
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYB567
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;YarliYlCW001
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Yarrowia;Yarrowia lipolytica;4952;Yarlip1
Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Halenospora;Halenospora varia;394676;Zalva1
Zoopagomycota;Kickxellomycotina;Harpellomycetes;Harpellales;Zancudomyces;Zancudomyces culisetae;1213189;Zancul2
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Zasmidium;Zasmidium cellare ATCC 36951;1080233;Zasce1
Zoopagomycota;Entomophthoromycotina;Entomophthoromycetes;Entomophthorales;Zoophthora;Zoophthora radicans;42210;Zoorad1
Ascomycota;Pezizomycotina;Dothideomycetes;;Zopfia;Zopfia rhizophila;160035;Zoprh1
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Zychaea;Zychaea mexicana;64656;Zycmex1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Zygoascus;Zygoascus hellenicus;5621;Zyghe1_2
Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucor;Mucor heterogamus;101122;Zyghet1
Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Zygosaccharomyces;Zygosaccharomyces rouxii;4956;Zygro1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Zymoseptoria;Zymoseptoria ardabiliae STIR04_1.1.1;985147;Zymar1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Zymoseptoria;Zymoseptoria brevis;1047168;Zymbr1
Ascomycota;Pezizomycotina;Dothideomycetes;Capnodiales;Zymoseptoria;Zymoseptoria pseudotritici STIR04_2.2.1;985140;Zymps1
